country,Indicator Name,region,year,ExportValueIndex
Uzbekistan,Export value index (2000 = 100),Central Asia,1988,
Vietnam,Export value index (2000 = 100),Southeast Asia,1988,0.6422394879
Yemen,Export value index (2000 = 100),West Asia,1988,
Afghanistan,Export value index (2000 = 100),South Asia,1989,30.6474470286
Armenia,Export value index (2000 = 100),,1989,
Azerbaijan,Export value index (2000 = 100),,1989,
Bahrain,Export value index (2000 = 100),West Asia,1989,17.1148753812
Bangladesh,Export value index (2000 = 100),South Asia,1989,4.0236211184
Bhutan,Export value index (2000 = 100),South Asia,1989,12.7440174343
Brunei,Export value index (2000 = 100),,1989,27.4601361263
Cambodia,Export value index (2000 = 100),Southeast Asia,1989,0.5107873304
China,Export value index (2000 = 100),East Asia,1989,2.3109188258
Cyprus,Export value index (2000 = 100),,1989,
Georgia,Export value index (2000 = 100),,1989,
"Hong Kong, China",Export value index (2000 = 100),,1989,14.3859409733
India,Export value index (2000 = 100),South Asia,1989,5.9232765782
Indonesia,Export value index (2000 = 100),Southeast Asia,1989,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1989,18.8727541457
Iraq,Export value index (2000 = 100),West Asia,1989,21.1039494527
Israel,Export value index (2000 = 100),West Asia,1989,
Japan,Export value index (2000 = 100),East Asia,1989,
Jordan,Export value index (2000 = 100),West Asia,1989,14.1299876489
Kazakhstan,Export value index (2000 = 100),Central Asia,1989,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1989,11.8417830045
Kuwait,Export value index (2000 = 100),West Asia,1989,21.2038610298
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1989,
Lao PDR,Export value index (2000 = 100),,1989,1.732677671
Lebanon,Export value index (2000 = 100),West Asia,1989,12.1888092519
Malaysia,Export value index (2000 = 100),Southeast Asia,1989,12.5267018087
Maldives,Export value index (2000 = 100),South Asia,1989,26.5738392976
Mongolia,Export value index (2000 = 100),East Asia,1989,15.4511298215
Myanmar,Export value index (2000 = 100),Southeast Asia,1989,1.8290119942
Nepal,Export value index (2000 = 100),South Asia,1989,22.0998886546
Oman,Export value index (2000 = 100),West Asia,1989,12.7405696222
Pakistan,Export value index (2000 = 100),South Asia,1989,21.3191188078
Philippines,Export value index (2000 = 100),Southeast Asia,1989,12.6367799823
Qatar,Export value index (2000 = 100),West Asia,1989,3.4974315437
Russian Federation,Export value index (2000 = 100),,1989,
Saudi Arabia,Export value index (2000 = 100),West Asia,1989,13.955453443
Singapore,Export value index (2000 = 100),Southeast Asia,1989,12.7026896241
Sri Lanka,Export value index (2000 = 100),South Asia,1989,14.6450481194
Syrian Arab Republic,Export value index (2000 = 100),,1989,339.0362749752
Tajikistan,Export value index (2000 = 100),Central Asia,1989,
Thailand,Export value index (2000 = 100),Southeast Asia,1989,9.356035921
Turkey,Export value index (2000 = 100),West Asia,1989,7.6993888285
Turkmenistan,Export value index (2000 = 100),Central Asia,1989,
United Arab Emirates,Export value index (2000 = 100),West Asia,1989,5.8510139716
Uzbekistan,Export value index (2000 = 100),Central Asia,1989,
Vietnam,Export value index (2000 = 100),Southeast Asia,1989,1.2035807681
Yemen,Export value index (2000 = 100),West Asia,1989,
Afghanistan,Export value index (2000 = 100),South Asia,1990,30.5383351678
Armenia,Export value index (2000 = 100),,1990,
Azerbaijan,Export value index (2000 = 100),,1990,
Bahrain,Export value index (2000 = 100),West Asia,1990,22.7340716565
Bangladesh,Export value index (2000 = 100),South Asia,1990,5.1536466623
Bhutan,Export value index (2000 = 100),South Asia,1990,12.7428486803
Brunei,Export value index (2000 = 100),,1990,32.2708572574
Cambodia,Export value index (2000 = 100),Southeast Asia,1990,0.9983570547
China,Export value index (2000 = 100),East Asia,1990,2.7311138751
Cyprus,Export value index (2000 = 100),,1990,
Georgia,Export value index (2000 = 100),,1990,
"Hong Kong, China",Export value index (2000 = 100),,1990,16.1600693406
India,Export value index (2000 = 100),South Asia,1990,6.7061052307
Indonesia,Export value index (2000 = 100),Southeast Asia,1990,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1990,27.8524974234
Iraq,Export value index (2000 = 100),West Asia,1990,17.7194834476
Israel,Export value index (2000 = 100),West Asia,1990,
Japan,Export value index (2000 = 100),East Asia,1990,
Jordan,Export value index (2000 = 100),West Asia,1990,13.5806838672
Kazakhstan,Export value index (2000 = 100),Central Asia,1990,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1990,12.342776405
Kuwait,Export value index (2000 = 100),West Asia,1990,13.0112922061
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1990,
Lao PDR,Export value index (2000 = 100),,1990,2.1542137867
Lebanon,Export value index (2000 = 100),West Asia,1990,12.4073187108
Malaysia,Export value index (2000 = 100),Southeast Asia,1990,14.7297385182
Maldives,Export value index (2000 = 100),South Asia,1990,32.5393950581
Mongolia,Export value index (2000 = 100),East Asia,1990,14.1490803515
Myanmar,Export value index (2000 = 100),Southeast Asia,1990,2.8267300773
Nepal,Export value index (2000 = 100),South Asia,1990,28.2803131054
Oman,Export value index (2000 = 100),West Asia,1990,17.2535268161
Pakistan,Export value index (2000 = 100),South Asia,1990,25.300803928
Philippines,Export value index (2000 = 100),Southeast Asia,1990,13.2064428742
Qatar,Export value index (2000 = 100),West Asia,1990,4.5933888792
Russian Federation,Export value index (2000 = 100),,1990,
Saudi Arabia,Export value index (2000 = 100),West Asia,1990,21.8493926518
Singapore,Export value index (2000 = 100),Southeast Asia,1990,14.9976268573
Sri Lanka,Export value index (2000 = 100),South Asia,1990,18.1307542747
Syrian Arab Republic,Export value index (2000 = 100),,1990,475.0981320426
Tajikistan,Export value index (2000 = 100),Central Asia,1990,
Thailand,Export value index (2000 = 100),Southeast Asia,1990,10.7493086294
Turkey,Export value index (2000 = 100),West Asia,1990,8.5833345924
Turkmenistan,Export value index (2000 = 100),Central Asia,1990,
United Arab Emirates,Export value index (2000 = 100),West Asia,1990,7.8288402453
Uzbekistan,Export value index (2000 = 100),Central Asia,1990,
Vietnam,Export value index (2000 = 100),Southeast Asia,1990,1.4868491041
Yemen,Export value index (2000 = 100),West Asia,1990,135.7323832948
Afghanistan,Export value index (2000 = 100),South Asia,1991,24.4202765184
Armenia,Export value index (2000 = 100),,1991,
Azerbaijan,Export value index (2000 = 100),,1991,
Bahrain,Export value index (2000 = 100),West Asia,1991,21.2227549888
Bangladesh,Export value index (2000 = 100),South Asia,1991,5.2076086417
Bhutan,Export value index (2000 = 100),South Asia,1991,11.5404567756
Brunei,Export value index (2000 = 100),,1991,39.1100041438
Cambodia,Export value index (2000 = 100),Southeast Asia,1991,2.4726750318
China,Export value index (2000 = 100),East Asia,1991,3.1630091125
Cyprus,Export value index (2000 = 100),,1991,
Georgia,Export value index (2000 = 100),,1991,
"Hong Kong, China",Export value index (2000 = 100),,1991,19.3891564543
India,Export value index (2000 = 100),South Asia,1991,6.6156783708
Indonesia,Export value index (2000 = 100),Southeast Asia,1991,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1991,26.9233594601
Iraq,Export value index (2000 = 100),West Asia,1991,0.6476871494
Israel,Export value index (2000 = 100),West Asia,1991,
Japan,Export value index (2000 = 100),East Asia,1991,
Jordan,Export value index (2000 = 100),West Asia,1991,14.4205327094
Kazakhstan,Export value index (2000 = 100),Central Asia,1991,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1991,13.6439733985
Kuwait,Export value index (2000 = 100),West Asia,1991,2.0102649705
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1991,
Lao PDR,Export value index (2000 = 100),,1991,2.6441810905
Lebanon,Export value index (2000 = 100),West Asia,1991,13.5400516551
Malaysia,Export value index (2000 = 100),Southeast Asia,1991,17.179185266
Maldives,Export value index (2000 = 100),South Asia,1991,31.7884859426
Mongolia,Export value index (2000 = 100),East Asia,1991,7.4525199972
Myanmar,Export value index (2000 = 100),Southeast Asia,1991,3.6470410254
Nepal,Export value index (2000 = 100),South Asia,1991,35.5774160524
Oman,Export value index (2000 = 100),West Asia,1991,15.2650542874
Pakistan,Export value index (2000 = 100),South Asia,1991,29.5533008562
Philippines,Export value index (2000 = 100),Southeast Asia,1991,14.3197683993
Qatar,Export value index (2000 = 100),West Asia,1991,3.966011878
Russian Federation,Export value index (2000 = 100),,1991,
Saudi Arabia,Export value index (2000 = 100),West Asia,1991,23.4634024056
Singapore,Export value index (2000 = 100),Southeast Asia,1991,16.7713843473
Sri Lanka,Export value index (2000 = 100),South Asia,1991,18.8371497645
Syrian Arab Republic,Export value index (2000 = 100),,1991,386.8706009455
Tajikistan,Export value index (2000 = 100),Central Asia,1991,
Thailand,Export value index (2000 = 100),Southeast Asia,1991,13.2469014004
Turkey,Export value index (2000 = 100),West Asia,1991,9.0033843488
Turkmenistan,Export value index (2000 = 100),Central Asia,1991,
United Arab Emirates,Export value index (2000 = 100),West Asia,1991,8.1254476828
Uzbekistan,Export value index (2000 = 100),Central Asia,1991,
Vietnam,Export value index (2000 = 100),Southeast Asia,1991,1.2907878865
Yemen,Export value index (2000 = 100),West Asia,1991,129.3170667579
Afghanistan,Export value index (2000 = 100),South Asia,1992,17.0162565136
Armenia,Export value index (2000 = 100),,1992,
Azerbaijan,Export value index (2000 = 100),,1992,
Bahrain,Export value index (2000 = 100),West Asia,1992,20.9429800493
Bangladesh,Export value index (2000 = 100),South Asia,1992,6.4687772174
Bhutan,Export value index (2000 = 100),South Asia,1992,12.0852238382
Brunei,Export value index (2000 = 100),,1992,35.0123489768
Cambodia,Export value index (2000 = 100),Southeast Asia,1992,3.0763327857
China,Export value index (2000 = 100),East Asia,1992,3.7361423161
Cyprus,Export value index (2000 = 100),,1992,
Georgia,Export value index (2000 = 100),,1992,
"Hong Kong, China",Export value index (2000 = 100),,1992,23.5019541804
India,Export value index (2000 = 100),South Asia,1992,7.3250235352
Indonesia,Export value index (2000 = 100),Southeast Asia,1992,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1992,28.6647717591
Iraq,Export value index (2000 = 100),West Asia,1992,0.8899255795
Israel,Export value index (2000 = 100),West Asia,1992,
Japan,Export value index (2000 = 100),East Asia,1992,
Jordan,Export value index (2000 = 100),West Asia,1992,15.5658623676
Kazakhstan,Export value index (2000 = 100),Central Asia,1992,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1992,14.5478877515
Kuwait,Export value index (2000 = 100),West Asia,1992,12.142887303
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1992,
Lao PDR,Export value index (2000 = 100),,1992,3.6295901922
Lebanon,Export value index (2000 = 100),West Asia,1992,14.0574418684
Malaysia,Export value index (2000 = 100),Southeast Asia,1992,20.3911677799
Maldives,Export value index (2000 = 100),South Asia,1992,27.1578797253
Mongolia,Export value index (2000 = 100),East Asia,1992,8.4269155716
Myanmar,Export value index (2000 = 100),Southeast Asia,1992,4.6244126337
Nepal,Export value index (2000 = 100),South Asia,1992,50.9841678399
Oman,Export value index (2000 = 100),West Asia,1992,17.3944754864
Pakistan,Export value index (2000 = 100),South Asia,1992,33.1238789766
Philippines,Export value index (2000 = 100),Southeast Asia,1992,15.864652779
Qatar,Export value index (2000 = 100),West Asia,1992,4.862822571
Russian Federation,Export value index (2000 = 100),,1992,
Saudi Arabia,Export value index (2000 = 100),West Asia,1992,24.7374911799
Singapore,Export value index (2000 = 100),Southeast Asia,1992,18.0528880815
Sri Lanka,Export value index (2000 = 100),South Asia,1992,23.2796662387
Syrian Arab Republic,Export value index (2000 = 100),,1992,348.8878360665
Tajikistan,Export value index (2000 = 100),Central Asia,1992,
Thailand,Export value index (2000 = 100),Southeast Asia,1992,15.1314075824
Turkey,Export value index (2000 = 100),West Asia,1992,9.7459226352
Turkmenistan,Export value index (2000 = 100),Central Asia,1992,
United Arab Emirates,Export value index (2000 = 100),West Asia,1992,8.2318539383
Uzbekistan,Export value index (2000 = 100),Central Asia,1992,
Vietnam,Export value index (2000 = 100),Southeast Asia,1992,1.5963217711
Yemen,Export value index (2000 = 100),West Asia,1992,121.4290930402
Afghanistan,Export value index (2000 = 100),South Asia,1993,13.7688793171
Armenia,Export value index (2000 = 100),,1993,
Azerbaijan,Export value index (2000 = 100),,1993,
Bahrain,Export value index (2000 = 100),West Asia,1993,22.5089459276
Bangladesh,Export value index (2000 = 100),South Asia,1993,7.0241230847
Bhutan,Export value index (2000 = 100),South Asia,1993,11.9278621078
Brunei,Export value index (2000 = 100),,1993,31.6000667334
Cambodia,Export value index (2000 = 100),Southeast Asia,1993,3.2969000419
China,Export value index (2000 = 100),East Asia,1993,4.0354207753
Cyprus,Export value index (2000 = 100),,1993,
Georgia,Export value index (2000 = 100),,1993,
"Hong Kong, China",Export value index (2000 = 100),,1993,26.6012059181
India,Export value index (2000 = 100),South Asia,1993,8.0505656712
Indonesia,Export value index (2000 = 100),Southeast Asia,1993,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1993,26.0851154312
Iraq,Export value index (2000 = 100),West Asia,1993,0.7851273933
Israel,Export value index (2000 = 100),West Asia,1993,
Japan,Export value index (2000 = 100),East Asia,1993,
Jordan,Export value index (2000 = 100),West Asia,1993,15.9019806244
Kazakhstan,Export value index (2000 = 100),Central Asia,1993,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1993,15.6118390269
Kuwait,Export value index (2000 = 100),West Asia,1993,18.9312269203
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1993,
Lao PDR,Export value index (2000 = 100),,1993,6.5967664881
Lebanon,Export value index (2000 = 100),West Asia,1993,11.3489794481
Malaysia,Export value index (2000 = 100),Southeast Asia,1993,23.5711925123
Maldives,Export value index (2000 = 100),South Asia,1993,21.9932936862
Mongolia,Export value index (2000 = 100),East Asia,1993,7.7287772035
Myanmar,Export value index (2000 = 100),Southeast Asia,1993,5.1003151317
Nepal,Export value index (2000 = 100),South Asia,1993,53.2558014635
Oman,Export value index (2000 = 100),West Asia,1993,16.8209710065
Pakistan,Export value index (2000 = 100),South Asia,1993,30.2777292404
Philippines,Export value index (2000 = 100),Southeast Asia,1993,18.1074441604
Qatar,Export value index (2000 = 100),West Asia,1993,4.1404278914
Russian Federation,Export value index (2000 = 100),,1993,
Saudi Arabia,Export value index (2000 = 100),West Asia,1993,20.8552098673
Singapore,Export value index (2000 = 100),Southeast Asia,1993,21.0507524142
Sri Lanka,Export value index (2000 = 100),South Asia,1993,27.1055800436
Syrian Arab Republic,Export value index (2000 = 100),,1993,354.9088611599
Tajikistan,Export value index (2000 = 100),Central Asia,1993,
Thailand,Export value index (2000 = 100),Southeast Asia,1993,17.2268617767
Turkey,Export value index (2000 = 100),West Asia,1993,10.1635217684
Turkmenistan,Export value index (2000 = 100),Central Asia,1993,
United Arab Emirates,Export value index (2000 = 100),West Asia,1993,7.8607621209
Uzbekistan,Export value index (2000 = 100),Central Asia,1993,
Vietnam,Export value index (2000 = 100),Southeast Asia,1993,1.8461915874
Yemen,Export value index (2000 = 100),West Asia,1993,119.7547988166
Afghanistan,Export value index (2000 = 100),South Asia,1994,21.8223747655
Armenia,Export value index (2000 = 100),,1994,
Azerbaijan,Export value index (2000 = 100),,1994,
Bahrain,Export value index (2000 = 100),West Asia,1994,21.8642786896
Bangladesh,Export value index (2000 = 100),South Asia,1994,8.2045028663
Bhutan,Export value index (2000 = 100),South Asia,1994,12.1228065736
Brunei,Export value index (2000 = 100),,1994,32.2271100524
Cambodia,Export value index (2000 = 100),Southeast Asia,1994,5.6883134513
China,Export value index (2000 = 100),East Asia,1994,5.3225292805
Cyprus,Export value index (2000 = 100),,1994,
Georgia,Export value index (2000 = 100),,1994,
"Hong Kong, China",Export value index (2000 = 100),,1994,29.7787404577
India,Export value index (2000 = 100),South Asia,1994,9.3381874359
Indonesia,Export value index (2000 = 100),Southeast Asia,1994,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1994,28.0386135674
Iraq,Export value index (2000 = 100),West Asia,1994,0.7782553812
Israel,Export value index (2000 = 100),West Asia,1994,
Japan,Export value index (2000 = 100),East Asia,1994,
Jordan,Export value index (2000 = 100),West Asia,1994,18.1815338663
Kazakhstan,Export value index (2000 = 100),Central Asia,1994,
"Korea, Rep.",Export value index (2000 = 100),East Asia,1994,18.2273511053
Kuwait,Export value index (2000 = 100),West Asia,1994,20.8047643084
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1994,
Lao PDR,Export value index (2000 = 100),,1994,8.2254287539
Lebanon,Export value index (2000 = 100),West Asia,1994,11.8145552929
Malaysia,Export value index (2000 = 100),Southeast Asia,1994,29.4296697786
Maldives,Export value index (2000 = 100),South Asia,1994,31.455082295
Mongolia,Export value index (2000 = 100),East Asia,1994,7.5638794916
Myanmar,Export value index (2000 = 100),Southeast Asia,1994,6.9137442413
Nepal,Export value index (2000 = 100),South Asia,1994,50.2513649071
Oman,Export value index (2000 = 100),West Asia,1994,17.3675699506
Pakistan,Export value index (2000 = 100),South Asia,1994,33.3439418682
Philippines,Export value index (2000 = 100),Southeast Asia,1994,21.6464415408
Qatar,Export value index (2000 = 100),West Asia,1994,4.0948714699
Russian Federation,Export value index (2000 = 100),,1994,
Saudi Arabia,Export value index (2000 = 100),West Asia,1994,20.962941698
Singapore,Export value index (2000 = 100),Southeast Asia,1994,27.5395312199
Sri Lanka,Export value index (2000 = 100),South Asia,1994,30.4148295591
Syrian Arab Republic,Export value index (2000 = 100),,1994,343.6620194627
Tajikistan,Export value index (2000 = 100),Central Asia,1994,
Thailand,Export value index (2000 = 100),Southeast Asia,1994,21.090700559
Turkey,Export value index (2000 = 100),West Asia,1994,11.9920827367
Turkmenistan,Export value index (2000 = 100),Central Asia,1994,
United Arab Emirates,Export value index (2000 = 100),West Asia,1994,9.1077104285
Uzbekistan,Export value index (2000 = 100),Central Asia,1994,
Vietnam,Export value index (2000 = 100),Southeast Asia,1994,2.507357016
Yemen,Export value index (2000 = 100),West Asia,1994,183.1702628696
Afghanistan,Export value index (2000 = 100),South Asia,1995,29.0616987822
Armenia,Export value index (2000 = 100),,1995,18.2383480995
Azerbaijan,Export value index (2000 = 100),,1995,3.8270764147
Bahrain,Export value index (2000 = 100),West Asia,1995,24.8649588329
Bangladesh,Export value index (2000 = 100),South Asia,1995,10.8126638797
Bhutan,Export value index (2000 = 100),South Asia,1995,18.8129377148
Brunei,Export value index (2000 = 100),,1995,37.8109208529
Cambodia,Export value index (2000 = 100),Southeast Asia,1995,10.0088569612
China,Export value index (2000 = 100),East Asia,1995,6.5441871182
Cyprus,Export value index (2000 = 100),,1995,37.2986624599
Georgia,Export value index (2000 = 100),,1995,6.850558026
"Hong Kong, China",Export value index (2000 = 100),,1995,34.0599036392
India,Export value index (2000 = 100),South Asia,1995,11.4311792578
Indonesia,Export value index (2000 = 100),Southeast Asia,1995,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1995,26.1259338285
Iraq,Export value index (2000 = 100),West Asia,1995,0.8614535987
Israel,Export value index (2000 = 100),West Asia,1995,29.7300603977
Japan,Export value index (2000 = 100),East Asia,1995,70.9074820038
Jordan,Export value index (2000 = 100),West Asia,1995,22.590011893
Kazakhstan,Export value index (2000 = 100),Central Asia,1995,11.4244706123
"Korea, Rep.",Export value index (2000 = 100),East Asia,1995,23.7411402006
Kuwait,Export value index (2000 = 100),West Asia,1995,23.6224610718
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1995,28.3708894096
Lao PDR,Export value index (2000 = 100),,1995,8.5128397423
Lebanon,Export value index (2000 = 100),West Asia,1995,16.470313733
Malaysia,Export value index (2000 = 100),Southeast Asia,1995,36.9664241519
Maldives,Export value index (2000 = 100),South Asia,1995,35.4595971833
Mongolia,Export value index (2000 = 100),East Asia,1995,10.1364230189
Myanmar,Export value index (2000 = 100),Southeast Asia,1995,7.4479122915
Nepal,Export value index (2000 = 100),South Asia,1995,47.872185427
Oman,Export value index (2000 = 100),West Asia,1995,19.0065837395
Pakistan,Export value index (2000 = 100),South Asia,1995,36.1787285546
Philippines,Export value index (2000 = 100),Southeast Asia,1995,29.7511856367
Qatar,Export value index (2000 = 100),West Asia,1995,4.5621510399
Russian Federation,Export value index (2000 = 100),,1995,24.1401328014
Saudi Arabia,Export value index (2000 = 100),West Asia,1995,24.5836222615
Singapore,Export value index (2000 = 100),Southeast Asia,1995,33.6383353785
Sri Lanka,Export value index (2000 = 100),South Asia,1995,36.0099559048
Syrian Arab Republic,Export value index (2000 = 100),,1995,401.9434668532
Tajikistan,Export value index (2000 = 100),Central Asia,1995,84.2128901825
Thailand,Export value index (2000 = 100),Southeast Asia,1995,26.3354523668
Turkey,Export value index (2000 = 100),West Asia,1995,14.3058667418
Turkmenistan,Export value index (2000 = 100),Central Asia,1995,18.799999998
United Arab Emirates,Export value index (2000 = 100),West Asia,1995,9.4396508928
Uzbekistan,Export value index (2000 = 100),Central Asia,1995,36.3222869168
Vietnam,Export value index (2000 = 100),Southeast Asia,1995,3.3622383727
Yemen,Export value index (2000 = 100),West Asia,1995,381.486610014
Afghanistan,Export value index (2000 = 100),South Asia,1996,22.4457258853
Armenia,Export value index (2000 = 100),,1996,19.5444535011
Azerbaijan,Export value index (2000 = 100),,1996,3.7969419549
Bahrain,Export value index (2000 = 100),West Asia,1996,28.4168626178
Bangladesh,Export value index (2000 = 100),South Asia,1996,13.1228245724
Bhutan,Export value index (2000 = 100),South Asia,1996,18.2637292997
Brunei,Export value index (2000 = 100),,1996,39.0544940183
Cambodia,Export value index (2000 = 100),Southeast Asia,1996,7.5388349505
China,Export value index (2000 = 100),East Asia,1996,6.6439466042
Cyprus,Export value index (2000 = 100),,1996,42.3467317754
Georgia,Export value index (2000 = 100),,1996,9.0282188546
"Hong Kong, China",Export value index (2000 = 100),,1996,35.439569608
India,Export value index (2000 = 100),South Asia,1996,12.3548916905
Indonesia,Export value index (2000 = 100),Southeast Asia,1996,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1996,31.8619708275
Iraq,Export value index (2000 = 100),West Asia,1996,1.2696019771
Israel,Export value index (2000 = 100),West Asia,1996,32.1715464465
Japan,Export value index (2000 = 100),East Asia,1996,65.7557937857
Jordan,Export value index (2000 = 100),West Asia,1996,23.1922096484
Kazakhstan,Export value index (2000 = 100),Central Asia,1996,12.8623758692
"Korea, Rep.",Export value index (2000 = 100),East Asia,1996,24.6252299025
Kuwait,Export value index (2000 = 100),West Asia,1996,27.5099587722
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1996,35.062924929
Lao PDR,Export value index (2000 = 100),,1996,8.8358349477
Lebanon,Export value index (2000 = 100),West Asia,1996,18.4952936367
Malaysia,Export value index (2000 = 100),Southeast Asia,1996,39.1729829751
Maldives,Export value index (2000 = 100),South Asia,1996,33.3320213513
Mongolia,Export value index (2000 = 100),East Asia,1996,9.0591737523
Myanmar,Export value index (2000 = 100),Southeast Asia,1996,6.5303531427
Nepal,Export value index (2000 = 100),South Asia,1996,53.4225837397
Oman,Export value index (2000 = 100),West Asia,1996,23.0087742698
Pakistan,Export value index (2000 = 100),South Asia,1996,42.1969800764
Philippines,Export value index (2000 = 100),Southeast Asia,1996,34.6907344414
Qatar,Export value index (2000 = 100),West Asia,1996,5.7713706756
Russian Federation,Export value index (2000 = 100),,1996,26.2683096179
Saudi Arabia,Export value index (2000 = 100),West Asia,1996,29.8349080029
Singapore,Export value index (2000 = 100),Southeast Asia,1996,35.557064115
Sri Lanka,Export value index (2000 = 100),South Asia,1996,38.8292798513
Syrian Arab Republic,Export value index (2000 = 100),,1996,451.0817090026
Tajikistan,Export value index (2000 = 100),Central Asia,1996,86.4585672536
Thailand,Export value index (2000 = 100),Southeast Asia,1996,26.0000964003
Turkey,Export value index (2000 = 100),West Asia,1996,15.3958634029
Turkmenistan,Export value index (2000 = 100),Central Asia,1996,16.9499999986
United Arab Emirates,Export value index (2000 = 100),West Asia,1996,12.4248302874
Uzbekistan,Export value index (2000 = 100),Central Asia,1996,44.5821655773
Vietnam,Export value index (2000 = 100),Southeast Asia,1996,4.4766084409
Yemen,Export value index (2000 = 100),West Asia,1996,524.5735087601
Afghanistan,Export value index (2000 = 100),South Asia,1997,25.2656172082
Armenia,Export value index (2000 = 100),,1997,15.6564335573
Azerbaijan,Export value index (2000 = 100),,1997,4.7009757539
Bahrain,Export value index (2000 = 100),West Asia,1997,26.5017970126
Bangladesh,Export value index (2000 = 100),South Asia,1997,14.9233909931
Bhutan,Export value index (2000 = 100),South Asia,1997,21.4335140997
Brunei,Export value index (2000 = 100),,1997,38.8341139626
Cambodia,Export value index (2000 = 100),Southeast Asia,1997,8.6158113717
China,Export value index (2000 = 100),East Asia,1997,8.0402275292
Cyprus,Export value index (2000 = 100),,1997,37.9325919312
Georgia,Export value index (2000 = 100),,1997,10.8883041459
"Hong Kong, China",Export value index (2000 = 100),,1997,36.865857823
India,Export value index (2000 = 100),South Asia,1997,13.06509522
Indonesia,Export value index (2000 = 100),Southeast Asia,1997,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1997,26.1558164342
Iraq,Export value index (2000 = 100),West Asia,1997,7.9927610112
Israel,Export value index (2000 = 100),West Asia,1997,35.1253371613
Japan,Export value index (2000 = 100),East Asia,1997,67.3614358215
Jordan,Export value index (2000 = 100),West Asia,1997,23.4263480142
Kazakhstan,Export value index (2000 = 100),Central Asia,1997,14.137515822
"Korea, Rep.",Export value index (2000 = 100),East Asia,1997,25.849514741
Kuwait,Export value index (2000 = 100),West Asia,1997,26.2812582166
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1997,41.8903149641
Lao PDR,Export value index (2000 = 100),,1997,9.8267185425
Lebanon,Export value index (2000 = 100),West Asia,1997,16.1511141099
Malaysia,Export value index (2000 = 100),Southeast Asia,1997,39.3774241618
Maldives,Export value index (2000 = 100),South Asia,1997,38.7969710349
Mongolia,Export value index (2000 = 100),East Asia,1997,12.1752725236
Myanmar,Export value index (2000 = 100),Southeast Asia,1997,7.5797109067
Nepal,Export value index (2000 = 100),South Asia,1997,56.3365428543
Oman,Export value index (2000 = 100),West Asia,1997,23.8991626873
Pakistan,Export value index (2000 = 100),South Asia,1997,39.4626499757
Philippines,Export value index (2000 = 100),Southeast Asia,1997,42.2967352495
Qatar,Export value index (2000 = 100),West Asia,1997,7.0538974924
Russian Federation,Export value index (2000 = 100),,1997,25.4511318969
Saudi Arabia,Export value index (2000 = 100),West Asia,1997,29.8363818387
Singapore,Export value index (2000 = 100),Southeast Asia,1997,35.5488158007
Sri Lanka,Export value index (2000 = 100),South Asia,1997,43.9837860824
Syrian Arab Republic,Export value index (2000 = 100),,1997,441.7365998115
Tajikistan,Export value index (2000 = 100),Central Asia,1997,83.6514709191
Thailand,Export value index (2000 = 100),Southeast Asia,1997,26.7579252952
Turkey,Export value index (2000 = 100),West Asia,1997,17.3927886839
Turkmenistan,Export value index (2000 = 100),Central Asia,1997,10.0
United Arab Emirates,Export value index (2000 = 100),West Asia,1997,13.4528663731
Uzbekistan,Export value index (2000 = 100),Central Asia,1997,42.6230917774
Vietnam,Export value index (2000 = 100),Southeast Asia,1997,5.6674911829
Yemen,Export value index (2000 = 100),West Asia,1997,491.1112505949
Afghanistan,Export value index (2000 = 100),South Asia,1998,27.8655244605
Armenia,Export value index (2000 = 100),,1998,14.8451670584
Azerbaijan,Export value index (2000 = 100),,1998,3.6462696558
Bahrain,Export value index (2000 = 100),West Asia,1998,19.7710149196
Bangladesh,Export value index (2000 = 100),South Asia,1998,15.81595308
Bhutan,Export value index (2000 = 100),South Asia,1998,19.6647934835
Brunei,Export value index (2000 = 100),,1998,32.3958680737
Cambodia,Export value index (2000 = 100),Southeast Asia,1998,9.3650123606
China,Export value index (2000 = 100),East Asia,1998,8.0806943396
Cyprus,Export value index (2000 = 100),,1998,32.2102328493
Georgia,Export value index (2000 = 100),,1998,8.6652753824
