country,Indicator Name,region,year,ExportValueIndex
"Hong Kong, China",Export value index (2000 = 100),,1998,34.254424199
India,Export value index (2000 = 100),South Asia,1998,12.478757455
Indonesia,Export value index (2000 = 100),Southeast Asia,1998,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1998,18.6666666642
Iraq,Export value index (2000 = 100),West Asia,1998,9.5524088546
Israel,Export value index (2000 = 100),West Asia,1998,35.8911405328
Japan,Export value index (2000 = 100),East Asia,1998,62.0774109538
Jordan,Export value index (2000 = 100),West Asia,1998,22.9004941788
Kazakhstan,Export value index (2000 = 100),Central Asia,1998,11.6070375783
"Korea, Rep.",Export value index (2000 = 100),East Asia,1998,25.118436915
Kuwait,Export value index (2000 = 100),West Asia,1998,17.6526392719
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1998,35.6320244317
Lao PDR,Export value index (2000 = 100),,1998,10.11412953
Lebanon,Export value index (2000 = 100),West Asia,1998,16.61912621
Malaysia,Export value index (2000 = 100),Southeast Asia,1998,36.6367036027
Maldives,Export value index (2000 = 100),South Asia,1998,39.8816175351
Mongolia,Export value index (2000 = 100),East Asia,1998,9.8944167229
Myanmar,Export value index (2000 = 100),Southeast Asia,1998,9.3204885912
Nepal,Export value index (2000 = 100),South Asia,1998,65.7722199791
Oman,Export value index (2000 = 100),West Asia,1998,17.2535268161
Pakistan,Export value index (2000 = 100),South Asia,1998,38.45197233
Philippines,Export value index (2000 = 100),Southeast Asia,1998,50.0009898739
Qatar,Export value index (2000 = 100),West Asia,1998,6.4511098887
Russian Federation,Export value index (2000 = 100),,1998,21.8042932609
Saudi Arabia,Export value index (2000 = 100),West Asia,1998,19.0724497119
Singapore,Export value index (2000 = 100),Southeast Asia,1998,31.2568477205
Sri Lanka,Export value index (2000 = 100),South Asia,1998,45.5992035221
Syrian Arab Republic,Export value index (2000 = 100),,1998,325.9768092005
Tajikistan,Export value index (2000 = 100),Central Asia,1998,66.8088928773
Thailand,Export value index (2000 = 100),Southeast Asia,1998,25.4197677275
Turkey,Export value index (2000 = 100),West Asia,1998,17.8040956836
Turkmenistan,Export value index (2000 = 100),Central Asia,1998,5.8999999996
United Arab Emirates,Export value index (2000 = 100),West Asia,1998,11.2611689599
Uzbekistan,Export value index (2000 = 100),Central Asia,1998,37.3812457026
Vietnam,Export value index (2000 = 100),Southeast Asia,1998,5.7760898162
Yemen,Export value index (2000 = 100),West Asia,1998,293.4150293265
Afghanistan,Export value index (2000 = 100),South Asia,1999,29.0933750905
Armenia,Export value index (2000 = 100),,1999,15.6328697999
Azerbaijan,Export value index (2000 = 100),,1999,5.5989826609
Bahrain,Export value index (2000 = 100),West Asia,1999,26.3764072538
Bangladesh,Export value index (2000 = 100),South Asia,1999,16.9772103259
Bhutan,Export value index (2000 = 100),South Asia,1999,21.0962680724
Brunei,Export value index (2000 = 100),,1999,40.5971544022
Cambodia,Export value index (2000 = 100),Southeast Asia,1999,13.2163736935
China,Export value index (2000 = 100),East Asia,1999,8.5741695068
Cyprus,Export value index (2000 = 100),,1999,30.1968618929
Georgia,Export value index (2000 = 100),,1999,10.797568279
"Hong Kong, China",Export value index (2000 = 100),,1999,34.1641180798
India,Export value index (2000 = 100),South Asia,1999,13.3108861001
Indonesia,Export value index (2000 = 100),Southeast Asia,1999,
"Iran, Islamic Rep.",Export value index (2000 = 100),,1999,29.9252934858
Iraq,Export value index (2000 = 100),West Asia,1999,22.6947866415
Israel,Export value index (2000 = 100),West Asia,1999,40.2636811148
Japan,Export value index (2000 = 100),East Asia,1999,67.105083565
Jordan,Export value index (2000 = 100),West Asia,1999,23.3867717383
Kazakhstan,Export value index (2000 = 100),Central Asia,1999,12.7766412033
"Korea, Rep.",Export value index (2000 = 100),East Asia,1999,27.2773091677
Kuwait,Export value index (2000 = 100),West Asia,1999,22.4750579969
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,1999,32.0937976934
Lao PDR,Export value index (2000 = 100),,1999,8.5073652474
Lebanon,Export value index (2000 = 100),West Asia,1999,16.9997345258
Malaysia,Export value index (2000 = 100),Southeast Asia,1999,42.3207194575
Maldives,Export value index (2000 = 100),South Asia,1999,38.171213434
Mongolia,Export value index (2000 = 100),East Asia,1999,9.7273681285
Myanmar,Export value index (2000 = 100),Southeast Asia,1999,9.8399657009
Nepal,Export value index (2000 = 100),South Asia,1999,83.5334945729
Oman,Export value index (2000 = 100),West Asia,1999,22.6707167134
Pakistan,Export value index (2000 = 100),South Asia,1999,38.1342143727
Philippines,Export value index (2000 = 100),Southeast Asia,1999,62.1757928433
Qatar,Export value index (2000 = 100),West Asia,1999,9.2521484562
Russian Federation,Export value index (2000 = 100),,1999,22.1285282914
Saudi Arabia,Export value index (2000 = 100),West Asia,1999,24.937834728
Singapore,Export value index (2000 = 100),Southeast Asia,1999,32.6178197062
Sri Lanka,Export value index (2000 = 100),South Asia,1999,43.5600436096
Syrian Arab Republic,Export value index (2000 = 100),,1999,390.6898573704
Tajikistan,Export value index (2000 = 100),Central Asia,1999,77.4758589693
Thailand,Export value index (2000 = 100),Southeast Asia,1999,27.2842666499
Turkey,Export value index (2000 = 100),West Asia,1999,17.6093706298
Turkmenistan,Export value index (2000 = 100),Central Asia,1999,11.8699999995
United Arab Emirates,Export value index (2000 = 100),West Asia,1999,12.1386498516
Uzbekistan,Export value index (2000 = 100),Central Asia,1999,34.2573172592
Vietnam,Export value index (2000 = 100),Southeast Asia,1999,7.1212319801
Yemen,Export value index (2000 = 100),West Asia,1999,478.5646200301
Afghanistan,Export value index (2000 = 100),South Asia,2000,24.0305912599
Armenia,Export value index (2000 = 100),,2000,19.807021081
Azerbaijan,Export value index (2000 = 100),,2000,10.5169265266
Bahrain,Export value index (2000 = 100),West Asia,2000,37.4501247711
Bangladesh,Export value index (2000 = 100),South Asia,2000,19.7321078352
Bhutan,Export value index (2000 = 100),South Asia,2000,18.7561230548
Brunei,Export value index (2000 = 100),,2000,61.4356627374
Cambodia,Export value index (2000 = 100),Southeast Asia,2000,16.2653260069
China,Export value index (2000 = 100),East Asia,2000,10.9613594733
Cyprus,Export value index (2000 = 100),,2000,28.8606939304
Georgia,Export value index (2000 = 100),,2000,14.6538426636
"Hong Kong, China",Export value index (2000 = 100),,2000,39.7039382619
India,Export value index (2000 = 100),South Asia,2000,15.8160422837
Indonesia,Export value index (2000 = 100),Southeast Asia,2000,
"Iran, Islamic Rep.",Export value index (2000 = 100),,2000,40.8950551369
Iraq,Export value index (2000 = 100),West Asia,2000,35.3960168163
Israel,Export value index (2000 = 100),West Asia,2000,49.0204694259
Japan,Export value index (2000 = 100),East Asia,2000,76.6970104788
Jordan,Export value index (2000 = 100),West Asia,2000,24.2455769727
Kazakhstan,Export value index (2000 = 100),Central Asia,2000,19.1754066384
"Korea, Rep.",Export value index (2000 = 100),East Asia,2000,32.7035354821
Kuwait,Export value index (2000 = 100),West Asia,2000,35.9113143074
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2000,35.4447065302
Lao PDR,Export value index (2000 = 100),,2000,9.0414022354
Lebanon,Export value index (2000 = 100),West Asia,2000,17.9474125607
Malaysia,Export value index (2000 = 100),Southeast Asia,2000,49.1264183816
Maldives,Export value index (2000 = 100),South Asia,2000,45.3465672187
Mongolia,Export value index (2000 = 100),East Asia,2000,11.4749534198
Myanmar,Export value index (2000 = 100),Southeast Asia,2000,14.1762039768
Nepal,Export value index (2000 = 100),South Asia,2000,111.5630060417
Oman,Export value index (2000 = 100),West Asia,2000,35.4520361646
Pakistan,Export value index (2000 = 100),South Asia,2000,40.8708985555
Philippines,Export value index (2000 = 100),Southeast Asia,2000,64.728946994
Qatar,Export value index (2000 = 100),West Asia,2000,14.8696159141
Russian Federation,Export value index (2000 = 100),,2000,30.7636657641
Saudi Arabia,Export value index (2000 = 100),West Asia,2000,38.1149313761
Singapore,Export value index (2000 = 100),Southeast Asia,2000,39.1948554846
Sri Lanka,Export value index (2000 = 100),South Asia,2000,51.487886969
Syrian Arab Republic,Export value index (2000 = 100),,2000,522.5847174954
Tajikistan,Export value index (2000 = 100),Central Asia,2000,88.1428250613
Thailand,Export value index (2000 = 100),Southeast Asia,2000,32.1789146211
Turkey,Export value index (2000 = 100),West Asia,2000,18.3961525682
Turkmenistan,Export value index (2000 = 100),Central Asia,2000,25.059999999
United Arab Emirates,Export value index (2000 = 100),West Asia,2000,16.5854100299
Uzbekistan,Export value index (2000 = 100),Central Asia,2000,29.8308694528
Vietnam,Export value index (2000 = 100),Southeast Asia,2000,8.9365568645
Yemen,Export value index (2000 = 100),West Asia,2000,800.0266741694
Afghanistan,Export value index (2000 = 100),South Asia,2001,11.9004908932
Armenia,Export value index (2000 = 100),,2001,23.0924820816
Azerbaijan,Export value index (2000 = 100),,2001,13.9462280747
Bahrain,Export value index (2000 = 100),West Asia,2001,33.7173913024
Bangladesh,Export value index (2000 = 100),South Asia,2001,18.7777767466
Bhutan,Export value index (2000 = 100),South Asia,2001,19.3024179087
Brunei,Export value index (2000 = 100),,2001,57.2988142776
Cambodia,Export value index (2000 = 100),Southeast Asia,2001,17.5543293618
China,Export value index (2000 = 100),East Asia,2001,11.704497269
Cyprus,Export value index (2000 = 100),,2001,29.617767769
Georgia,Export value index (2000 = 100),,2001,14.4270029933
"Hong Kong, China",Export value index (2000 = 100),,2001,37.4282631874
India,Export value index (2000 = 100),South Asia,2001,16.1824147507
Indonesia,Export value index (2000 = 100),Southeast Asia,2001,
"Iran, Islamic Rep.",Export value index (2000 = 100),,2001,36.5549626456
Iraq,Export value index (2000 = 100),West Asia,2001,22.3561103282
Israel,Export value index (2000 = 100),West Asia,2001,45.3425527781
Japan,Export value index (2000 = 100),East Asia,2001,64.5674842668
Jordan,Export value index (2000 = 100),West Asia,2001,29.2736792778
Kazakhstan,Export value index (2000 = 100),Central Asia,2001,18.7985222701
"Korea, Rep.",Export value index (2000 = 100),East Asia,2001,28.5594955209
Kuwait,Export value index (2000 = 100),West Asia,2001,29.937797165
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2001,33.0234494207
Lao PDR,Export value index (2000 = 100),,2001,8.7457795046
Lebanon,Export value index (2000 = 100),West Asia,2001,27.4518205461
Malaysia,Export value index (2000 = 100),Southeast Asia,2001,43.9953724004
Maldives,Export value index (2000 = 100),South Asia,2001,45.888890487
Mongolia,Export value index (2000 = 100),East Asia,2001,11.157989421
Myanmar,Export value index (2000 = 100),Southeast Asia,2001,20.6322623492
Nepal,Export value index (2000 = 100),South Asia,2001,102.2660888753
Oman,Export value index (2000 = 100),West Asia,2001,34.6859018337
Pakistan,Export value index (2000 = 100),South Asia,2001,41.8214561761
Philippines,Export value index (2000 = 100),Southeast Asia,2001,54.6518968596
Qatar,Export value index (2000 = 100),West Asia,2001,13.9423490255
Russian Federation,Export value index (2000 = 100),,2001,29.8413386519
Saudi Arabia,Export value index (2000 = 100),West Asia,2001,33.4384425607
Singapore,Export value index (2000 = 100),Southeast Asia,2001,34.6289864601
Sri Lanka,Export value index (2000 = 100),South Asia,2001,45.6644384329
Syrian Arab Republic,Export value index (2000 = 100),,2001,591.9509113599
Tajikistan,Export value index (2000 = 100),Central Asia,2001,72.9845048272
Thailand,Export value index (2000 = 100),Southeast Asia,2001,30.315022297
Turkey,Export value index (2000 = 100),West Asia,2001,20.7534516549
Turkmenistan,Export value index (2000 = 100),Central Asia,2001,27.0000000013
United Arab Emirates,Export value index (2000 = 100),West Asia,2001,16.1123697321
Uzbekistan,Export value index (2000 = 100),Central Asia,2001,28.6766043592
Vietnam,Export value index (2000 = 100),Southeast Asia,2001,9.2734594461
Yemen,Export value index (2000 = 100),West Asia,2001,661.7528802998
Afghanistan,Export value index (2000 = 100),South Asia,2002,17.5007219036
Armenia,Export value index (2000 = 100),,2002,34.0099074355
Azerbaijan,Export value index (2000 = 100),,2002,13.0626857015
Bahrain,Export value index (2000 = 100),West Asia,2002,35.0293285278
Bangladesh,Export value index (2000 = 100),South Asia,2002,18.9908798056
Bhutan,Export value index (2000 = 100),South Asia,2002,20.5232047798
Brunei,Export value index (2000 = 100),,2002,58.2747830897
Cambodia,Export value index (2000 = 100),Southeast Asia,2002,22.5111484582
China,Export value index (2000 = 100),East Asia,2002,14.3215563167
Cyprus,Export value index (2000 = 100),,2002,25.5817399916
Georgia,Export value index (2000 = 100),,2002,15.6973051393
"Hong Kong, China",Export value index (2000 = 100),,2002,39.5559849068
India,Export value index (2000 = 100),South Asia,2002,18.380201706
Indonesia,Export value index (2000 = 100),Southeast Asia,2002,
"Iran, Islamic Rep.",Export value index (2000 = 100),,2002,40.180718602
Iraq,Export value index (2000 = 100),West Asia,2002,21.221978876
Israel,Export value index (2000 = 100),West Asia,2002,45.8092776185
Japan,Export value index (2000 = 100),East Asia,2002,66.6845506506
Jordan,Export value index (2000 = 100),West Asia,2002,35.3633194969
Kazakhstan,Export value index (2000 = 100),Central Asia,2002,21.0426380342
"Korea, Rep.",Export value index (2000 = 100),East Asia,2002,30.843662857
Kuwait,Export value index (2000 = 100),West Asia,2002,28.3968403769
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2002,33.6825308686
Lao PDR,Export value index (2000 = 100),,2002,8.2284397262
Lebanon,Export value index (2000 = 100),West Asia,2002,31.0936448743
Malaysia,Export value index (2000 = 100),Southeast Asia,2002,47.0416634478
Maldives,Export value index (2000 = 100),South Asia,2002,55.0666685662
Mongolia,Export value index (2000 = 100),East Asia,2002,11.2222388797
Myanmar,Export value index (2000 = 100),Southeast Asia,2002,26.3782724298
Nepal,Export value index (2000 = 100),South Asia,2002,78.8156560105
Oman,Export value index (2000 = 100),West Asia,2002,34.9919170598
Pakistan,Export value index (2000 = 100),South Asia,2002,44.8772564112
Philippines,Export value index (2000 = 100),Southeast Asia,2002,59.8498293867
Qatar,Export value index (2000 = 100),West Asia,2002,14.0795793948
Russian Federation,Export value index (2000 = 100),,2002,31.4279521823
Saudi Arabia,Export value index (2000 = 100),West Asia,2002,35.5948153282
Singapore,Export value index (2000 = 100),Southeast Asia,2002,35.6034253344
Sri Lanka,Export value index (2000 = 100),South Asia,2002,44.5556345638
Syrian Arab Republic,Export value index (2000 = 100),,2002,737.2724914041
Tajikistan,Export value index (2000 = 100),Central Asia,2002,82.8654839399
Thailand,Export value index (2000 = 100),Southeast Asia,2002,31.7801923801
Turkey,Export value index (2000 = 100),West Asia,2002,23.8829614389
Turkmenistan,Export value index (2000 = 100),Central Asia,2002,28.5000000069
United Arab Emirates,Export value index (2000 = 100),West Asia,2002,17.3600922084
Uzbekistan,Export value index (2000 = 100),Central Asia,2002,26.6116346956
Vietnam,Export value index (2000 = 100),Southeast Asia,2002,10.3082316497
Yemen,Export value index (2000 = 100),West Asia,2002,654.3678828722
Afghanistan,Export value index (2000 = 100),South Asia,2003,25.201039536
Armenia,Export value index (2000 = 100),,2003,46.1580341809
Azerbaijan,Export value index (2000 = 100),,2003,15.6200044615
Bahrain,Export value index (2000 = 100),West Asia,2003,40.0935815627
Bangladesh,Export value index (2000 = 100),South Asia,2003,21.588266354
Bhutan,Export value index (2000 = 100),South Asia,2003,24.1975839228
Brunei,Export value index (2000 = 100),,2003,69.5928730449
Cambodia,Export value index (2000 = 100),Southeast Asia,2003,24.793870227
China,Export value index (2000 = 100),East Asia,2003,19.2757496483
Cyprus,Export value index (2000 = 100),,2003,28.0094258749
Georgia,Export value index (2000 = 100),,2003,20.9146175471
"Hong Kong, China",Export value index (2000 = 100),,2003,44.8020711966
India,Export value index (2000 = 100),South Asia,2003,22.005076056
Indonesia,Export value index (2000 = 100),Southeast Asia,2003,42.6345564247
"Iran, Islamic Rep.",Export value index (2000 = 100),,2003,48.0256136674
Iraq,Export value index (2000 = 100),West Asia,2003,16.8660804383
Israel,Export value index (2000 = 100),West Asia,2003,49.6137875502
Japan,Export value index (2000 = 100),East Asia,2003,75.5002198888
Jordan,Export value index (2000 = 100),West Asia,2003,39.3464803977
Kazakhstan,Export value index (2000 = 100),Central Asia,2003,28.1285863943
"Korea, Rep.",Export value index (2000 = 100),East Asia,2003,36.7944199506
Kuwait,Export value index (2000 = 100),West Asia,2003,38.2061204429
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2003,40.3565977367
Lao PDR,Export value index (2000 = 100),,2003,9.1826442093
Lebanon,Export value index (2000 = 100),West Asia,2003,45.5353619876
Malaysia,Export value index (2000 = 100),Southeast Asia,2003,52.3658974824
Maldives,Export value index (2000 = 100),South Asia,2003,63.4101031837
Mongolia,Export value index (2000 = 100),East Asia,2003,13.1904139857
Myanmar,Export value index (2000 = 100),Southeast Asia,2003,21.5104822966
Nepal,Export value index (2000 = 100),South Asia,2003,91.8590920419
Oman,Export value index (2000 = 100),West Asia,2003,36.5486168151
Pakistan,Export value index (2000 = 100),South Asia,2003,54.0084403506
Philippines,Export value index (2000 = 100),Southeast Asia,2003,61.5888198257
Qatar,Export value index (2000 = 100),West Asia,2003,17.1627738654
Russian Federation,Export value index (2000 = 100),,2003,39.8129570967
Saudi Arabia,Export value index (2000 = 100),West Asia,2003,45.8094970731
Singapore,Export value index (2000 = 100),Southeast Asia,2003,45.4800715674
Sri Lanka,Export value index (2000 = 100),South Asia,2003,48.5957426536
Syrian Arab Republic,Export value index (2000 = 100),,2003,646.3931376558
Tajikistan,Export value index (2000 = 100),Central Asia,2003,89.4902312863
Thailand,Export value index (2000 = 100),Southeast Asia,2003,37.4801706368
Turkey,Export value index (2000 = 100),West Asia,2003,31.29708468
Turkmenistan,Export value index (2000 = 100),Central Asia,2003,36.3199999962
United Arab Emirates,Export value index (2000 = 100),West Asia,2003,22.3428443564
Uzbekistan,Export value index (2000 = 100),Central Asia,2003,33.7701961944
Vietnam,Export value index (2000 = 100),Southeast Asia,2003,12.4328775259
Yemen,Export value index (2000 = 100),West Asia,2003,732.1365949255
Afghanistan,Export value index (2000 = 100),South Asia,2004,53.3772018025
Armenia,Export value index (2000 = 100),,2004,48.6692574451
Azerbaijan,Export value index (2000 = 100),,2004,21.789625307
Bahrain,Export value index (2000 = 100),West Asia,2004,45.6939029938
Bangladesh,Export value index (2000 = 100),South Asia,2004,25.6495782768
Bhutan,Export value index (2000 = 100),South Asia,2004,33.3239856192
Brunei,Export value index (2000 = 100),,2004,79.6044240983
Cambodia,Export value index (2000 = 100),Southeast Asia,2004,32.7541307291
China,Export value index (2000 = 100),East Asia,2004,26.0978381917
Cyprus,Export value index (2000 = 100),,2004,28.7554537476
Georgia,Export value index (2000 = 100),,2004,29.3486525769
"Hong Kong, China",Export value index (2000 = 100),,2004,52.0176595875
India,Export value index (2000 = 100),South Asia,2004,28.6054158138
Indonesia,Export value index (2000 = 100),Southeast Asia,2004,47.0628162763
"Iran, Islamic Rep.",Export value index (2000 = 100),,2004,59.33404481
Iraq,Export value index (2000 = 100),West Asia,2004,30.9324366763
Israel,Export value index (2000 = 100),West Asia,2004,60.2814940652
Japan,Export value index (2000 = 100),East Asia,2004,90.5193897313
Jordan,Export value index (2000 = 100),West Asia,2004,49.5720586928
Kazakhstan,Export value index (2000 = 100),Central Asia,2004,43.7227211264
"Korea, Rep.",Export value index (2000 = 100),East Asia,2004,48.1901976128
Kuwait,Export value index (2000 = 100),West Asia,2004,52.8415146159
Kyrgyz Republic,Export value index (2000 = 100),Central Asia,2004,49.8681837062
Lao PDR,Export value index (2000 = 100),,2004,9.9455150906
Lebanon,Export value index (2000 = 100),West Asia,2004,55.2301494849
Malaysia,Export value index (2000 = 100),Southeast Asia,2004,63.3381087765
Maldives,Export value index (2000 = 100),South Asia,2004,75.5080834244
Mongolia,Export value index (2000 = 100),East Asia,2004,18.6259182312
Myanmar,Export value index (2000 = 100),Southeast Asia,2004,20.6100378038
Nepal,Export value index (2000 = 100),South Asia,2004,107.0943803583
Oman,Export value index (2000 = 100),West Asia,2004,41.7881487527
Pakistan,Export value index (2000 = 100),South Asia,2004,60.5682249229
Philippines,Export value index (2000 = 100),Southeast Asia,2004,67.4526344102
Qatar,Export value index (2000 = 100),West Asia,2004,23.9627310504
Russian Federation,Export value index (2000 = 100),,2004,53.6604582708
Saudi Arabia,Export value index (2000 = 100),West Asia,2004,61.8997333057
Singapore,Export value index (2000 = 100),Southeast Asia,2004,56.4972606821
Sri Lanka,Export value index (2000 = 100),South Asia,2004,54.5858815658
Syrian Arab Republic,Export value index (2000 = 100),,2004,832.2053780306
Tajikistan,Export value index (2000 = 100),Central Asia,2004,102.7284976409
Thailand,Export value index (2000 = 100),Southeast Asia,2004,44.910822693
Turkey,Export value index (2000 = 100),West Asia,2004,41.8374060481
Turkmenistan,Export value index (2000 = 100),Central Asia,2004,38.6999999951
United Arab Emirates,Export value index (2000 = 100),West Asia,2004,30.2842303995
Uzbekistan,Export value index (2000 = 100),Central Asia,2004,45.3234367304
Vietnam,Export value index (2000 = 100),Southeast Asia,2004,16.3422432182
Yemen,Export value index (2000 = 100),West Asia,2004,798.7492596583
Afghanistan,Export value index (2000 = 100),South Asia,2005,67.20277212
Armenia,Export value index (2000 = 100),,2005,65.5678376354
Azerbaijan,Export value index (2000 = 100),,2005,46.0994678238
Bahrain,Export value index (2000 = 100),West Asia,2005,61.921042956
Bangladesh,Export value index (2000 = 100),South Asia,2005,28.7133208002
Bhutan,Export value index (2000 = 100),South Asia,2005,47.0177764437
Brunei,Export value index (2000 = 100),,2005,98.3682116625
Cambodia,Export value index (2000 = 100),Southeast Asia,2005,36.1899196432
China,Export value index (2000 = 100),East Asia,2005,33.5150087906
Cyprus,Export value index (2000 = 100),,2005,44.4520816767
Georgia,Export value index (2000 = 100),,2005,39.2432628629
"Hong Kong, China",Export value index (2000 = 100),,2005,57.2237175539
